episode,makespan,total_energy,working_energy,idle_energy
0,998.3641882474066,35473.695180854236,23753.85307860277,11719.842102251467
1,970.4775387237887,34871.130871620946,23609.442272452427,11261.68859916852
2,994.4906170172164,35405.24017852764,23638.16777982253,11767.07239870511
3,1367.9896020013946,42638.11047997213,26349.198241765243,16288.912238206885
4,1313.3223945464329,41248.00869500601,26390.391200706734,14857.61749429927
5,1330.304339779339,41615.26895245617,26445.7956331754,15169.473319280774
6,1241.5494620654122,40074.346690052014,25494.66002886822,14579.686661183794
7,722.1892109623411,31326.552846584484,22728.526320359597,8598.026526224887
8,413.83490552107463,27694.91769179594,22717.21738120656,4977.700310589383
9,418.3192495951889,28026.890417507882,22792.394160162366,5234.496257345517
10,419.0039608582796,28155.42179464436,22843.2209659544,5312.200828689963
11,419.4959291452556,28187.42824502592,22806.87902881125,5380.54921621467
12,420.2432467155606,27940.817652803296,22679.33447949576,5261.483173307537
13,411.00237792107674,27813.0741583138,22706.732729672356,5106.341428641443
14,411.20241557224284,27830.168923706948,22749.119431166506,5081.049492540443
15,408.9193478414087,28013.418282835843,22853.979826705796,5159.438456130047
16,417.38781895954963,28176.259841253566,22836.812876030715,5339.446965222849
17,400.7491364351909,27948.807004462116,22949.378163573485,4999.4288408886305
18,410.86449530383805,28041.962723757177,22864.701617747738,5177.261106009438
19,413.485895406741,28084.74335932261,22838.282190625425,5246.461168697182
20,409.16500732925425,28071.97502159746,22876.232039243125,5195.742982354334
21,417.1175829932761,27851.501958213274,22651.63742115855,5199.864537054723
22,419.33146042285597,28311.291668973085,22906.69803618029,5404.593632792794
23,432.9023729001868,28571.78105326413,22813.050319173544,5758.7307340905845
24,414.39528249238685,28353.266612619205,22955.103139953728,5398.163472665479
25,430.942838731979,28434.613305352752,22806.250076205877,5628.363229146877
26,435.3776330646437,28506.17492148686,22769.027802880653,5737.147118606207
27,429.3928648426835,28529.161827339583,22861.464886491736,5667.696940847846
28,437.21422730826447,28625.643401383866,22810.250907731916,5815.392493651951
29,444.5286489118068,28747.714003716297,22777.59922072371,5970.114782992585
30,447.47689878672224,28608.411478660586,22665.456290863433,5942.955187797155
31,441.26685258081545,28657.848965488178,22737.406997590784,5920.441967897394
32,430.5662365650154,28810.378119320565,22978.2041953216,5832.173923998964
33,420.9662480424379,28464.081539850245,22954.933603548256,5509.147936301988
34,434.6320143378117,28704.076980803933,22894.717420644174,5809.359560159761
35,445.8839029802773,28717.351001959523,22750.258098604354,5967.09290335517
36,443.77989914770785,28623.275607586238,22709.40064815619,5913.87495943005
37,433.81233267765595,28574.511802797144,22825.205936268692,5749.305866528452
38,443.99865046134613,28716.572575651313,22785.51699156973,5931.055584081582
39,437.9112705084976,28484.155214571136,22704.061651086457,5780.093563484679
40,440.64273455966145,28396.883174793013,22634.83756017857,5762.045614614442
41,430.97969133081904,28498.78093899222,22802.60208437469,5696.1788546175285
42,424.7636919220412,28431.67996979854,22877.97640093182,5553.703568866722
43,442.37067818512315,28718.690426282796,22814.89362588063,5903.796800402166
44,442.59486825323563,28576.90660663782,22706.5207963879,5870.385810249918
45,433.8672952468961,28486.866812908556,22774.480019899234,5712.386793009323
46,433.02370095278224,28540.276955069403,22842.514333487532,5697.762621581871
47,439.0939529945005,28420.639958195807,22699.678069645484,5720.961888550323
48,443.1620679723621,28818.943044942185,22827.50624068526,5991.436804256927
49,443.6208920784578,28422.0483075148,22609.628740787095,5812.419566727707
50,438.8743768019561,28588.35531738231,22767.940080801276,5820.415236581033
51,445.25302435239126,28654.253125068837,22733.50331414403,5920.749810924809
52,449.7364930251274,28833.70032248269,22750.44508708664,6083.255235396055
53,441.2633877933885,28556.984024171885,22725.11579906733,5831.868225104552
54,431.8366853355332,28639.760344273494,22891.34544232144,5748.4149019520555
55,435.0073121223941,28667.153351433746,22865.262642081634,5801.890709352112
56,440.85630282103097,28753.35305112081,22815.752091457805,5937.600959663005
57,439.83438828497196,28862.81308575836,22924.526733770672,5938.286351987686
58,428.9180623726606,28561.4271538534,22895.36332632799,5666.06382752541
59,436.38144751346226,28468.893682223712,22729.519314047266,5739.374368176446
60,443.7340243766646,28470.705025461873,22630.59753952272,5840.107485939154
61,442.3563339797737,28674.858196136676,22744.85725163441,5930.000944502266
62,443.9293438327241,28562.46916462854,22660.52051302983,5901.948651598709
63,434.391265879516,28606.363518874354,22815.842727974567,5790.520790899786
64,431.11319335040963,28573.74820200236,22851.848300011134,5721.899901991224
65,434.96703823153564,28778.472992667976,22968.639444404147,5809.833548263829
66,428.94705259792704,28778.182087850902,23030.159352036968,5748.022735813933
67,433.19911480107896,28733.080207343846,22952.845413941952,5780.234793401895
68,439.7075144587409,28870.24853000484,22924.152793895315,5946.095736109524
69,443.1381930467713,28764.250849672026,22816.800870470757,5947.4499792012675
70,446.6258844635647,28608.211448825314,22685.542474120975,5922.668974704339
71,442.7918284417765,28601.296835679434,22701.76986761013,5899.526968069302
72,416.0766831790663,28417.92795787251,22976.785677265107,5441.142280607406
73,443.918388811972,28829.190545238936,22842.453751079127,5986.7367941598095
74,435.0117562296757,28695.739138402558,22856.69084156787,5839.048296834687
75,431.2060150933198,28549.832751770882,22848.732688337186,5701.100063433696
76,431.60695219128945,28596.995032736082,22861.074335821017,5735.920696915065
77,429.068797738095,28536.140957399384,22857.017988550775,5679.122968848608
78,440.54613800278366,28827.50568754041,22901.36278179552,5926.142905744892
79,439.99091375053615,28588.493995408324,22737.70141922575,5850.792576182575
80,440.1137641970924,28607.56044263411,22767.43814662232,5840.122296011787
81,435.95261159942015,28476.655014381045,22722.226569045713,5754.428445335332
82,431.81098063027895,28716.703912411842,22935.47195586544,5781.231956546401
83,437.022641229826,28612.10291036505,22851.737351012922,5760.36555935213
84,426.5774802963126,28557.257072709646,22885.483872190795,5671.773200518854
85,444.1485273275987,28577.309984205447,22719.67643991909,5857.633544286356
86,437.41238638591676,28593.23955792028,22777.04436354398,5816.195194376298
87,424.776063494439,28536.389970753113,22924.891904811633,5611.4980659414805
88,439.6314597716344,28661.93414767444,22808.99555690834,5852.938590766103
89,438.4233313808924,28544.316508139942,22740.8228573816,5803.493650758339
90,445.3660956529232,28745.63971496106,22765.105042988343,5980.534671972718
91,438.82884985522344,28605.149776453596,22765.111501183197,5840.038275270399
92,438.4451416574764,28638.280630588517,22786.662332355696,5851.618298232819
93,450.13852416706663,28665.275939573905,22655.097989515612,6010.177950058293
94,446.1076147398411,28682.075871650457,22742.52385251209,5939.552019138367
95,439.50313625061045,28600.633497616072,22780.84658075929,5819.786916856783
96,437.6497609063655,28639.040066817583,22826.09205873381,5812.948008083772
97,437.5303505692343,28649.010929666638,22812.210394037465,5836.800535629172
98,440.2455330640431,28596.828990799157,22735.227390010994,5861.601600788164
99,444.5844485090367,28889.16196954572,22865.86652396711,6023.2954455786075
100,445.84955390821074,28895.031899847723,22822.688940777432,6072.342959070289
101,439.2842657606749,28703.218134445826,22835.045263765867,5868.172870679958
102,443.6440096647235,28866.647772403758,22883.946971719626,5982.700800684131
103,436.9757911237982,28789.84464089469,22923.83252989637,5866.012110998321
104,445.0222832239304,28790.911534185278,22798.725182800983,5992.1863513842945
105,441.52705246105955,28520.5535762914,22692.550759943624,5828.0028163477755
106,444.8299941568596,28874.866564482138,22836.284905894277,6038.581658587858
107,422.4992785537414,28615.214968972683,22997.189592839826,5618.025376132857
108,434.09183395080436,28587.818065703577,22835.411331378902,5752.406734324674
109,441.4586984136461,28752.23698980509,22813.00756477767,5939.229425027421
110,440.51654399887656,28762.15866762015,22849.279127316422,5912.879540303728
111,439.4448640283154,28732.599753039893,22834.483367704688,5898.116385335205
112,432.4708467705206,28767.397114778374,22950.891501293463,5816.505613484913
113,438.5034400395431,28551.173257428938,22752.410412314042,5798.762845114897
114,441.1021208817285,28847.959211586553,22911.88540100786,5936.073810578693
115,447.3805069022836,28750.498024561257,22770.149034089714,5980.348990471542
116,435.60233519020767,28795.328258997237,22926.084303180232,5869.243955817006
117,425.21412941943447,28622.881692100193,22969.683352674772,5653.198339425419
118,428.1237852968222,28633.485392339477,22942.470188004,5691.015204335476
119,448.9950681148375,28841.568080118202,22758.345312076286,6083.222768041915
120,441.3064069586105,28710.631980738006,22777.885795798145,5932.746184939862
121,453.4601618477301,28786.342841419617,22654.219801517535,6132.123039902082
122,421.93981992055893,28408.538225060154,22855.893824340805,5552.644400719351
123,437.1277357843045,28702.986621799766,22855.118283137315,5847.868338662451
124,444.87545277402904,28707.231571146447,22750.056815956104,5957.1747551903445
125,434.0005314646463,28667.494096844184,22889.847983196356,5777.646113647828
126,429.42747361442974,28463.47973424242,22814.271752725006,5649.207981517414
127,437.1561959628021,28635.03536653464,22810.867501924713,5824.16786460993
128,431.9221144304323,28624.03711054603,22881.650601477835,5742.386509068196
129,452.40769787242283,28892.62800353279,22774.596942349763,6118.031061183029
130,446.1518425411037,28896.752842741782,22832.955734491647,6063.797108250134
131,451.5413130500751,28898.942158451937,22770.67141116491,6128.270747287028
132,439.46843700235246,28601.847962854736,22769.67962592012,5832.168336934617
133,442.4275586636093,28728.471133473333,22808.71114260039,5919.759990872942
134,446.27326769693815,28580.371646818774,22667.736780817155,5912.634866001618
135,440.5827437366436,28673.380312396173,22767.233109260655,5906.147203135518
136,444.16681274849685,28655.53100108898,22719.73018268414,5935.800818404843
137,442.4384913148724,28666.856400053297,22757.424446468616,5909.431953584681
138,448.41014812518586,28796.84220741014,22756.67438515714,6040.167822253
139,431.62854266091074,28466.240631983666,22777.636200582918,5688.604431400748
140,444.34286890503273,28681.287419402855,22748.437030429075,5932.8503889737785
141,432.1814074041136,28677.68407787399,22885.459176920325,5792.224900953665
142,437.91957972407596,28757.342817774785,22895.83822649442,5861.5045912803635
143,444.6001715872225,28751.79268002826,22786.96720938045,5964.825470647806
144,445.2834919069374,28654.746396826493,22698.019891876087,5956.726504950404
145,438.81850543615803,28727.49706184787,22869.83315386577,5857.6639079821
146,431.5871566743318,28752.25302156774,22968.907720225594,5783.345301342146
147,432.3795070651382,28681.79896475313,22887.144658510817,5794.6543062423125
148,442.90241213099495,28598.422484808107,22739.539992403443,5858.882492404665
149,434.5474610753663,28539.97928112192,22802.616478113923,5737.362803007996
150,448.07840873321095,28738.766270318876,22739.54260270457,5999.223667614306
151,438.14320371851977,28677.331680278872,22816.915550052927,5860.416130225946
152,451.8679964139201,28664.223273330714,22630.361017707757,6033.862255622956
153,443.517441542021,28448.803813658946,22611.595410307134,5837.208403351811
