episode,makespan,total_energy,working_energy,idle_energy
0,1147.7162485735503,38434.36517416848,23294.33014458268,15140.0350295858
1,1055.1532510943912,36308.380821216604,23172.584464544976,13135.796356671628
2,973.1958738734357,34897.26226541424,23059.157202036655,11838.105063377585
3,1553.4327067206868,45794.92522349139,26226.89394396515,19568.031279526236
4,1481.1659935912028,44705.55527671734,26415.338483516723,18290.21679320062
5,1651.074525517744,47677.92474261127,26468.73989034701,21209.184852264265
6,1538.0532462940698,45922.824013876336,26495.923258101164,19426.900755775176
7,1602.0539896352007,47144.48611983971,26494.258536867826,20650.227582971886
8,1597.8428972565475,46849.303720797514,26496.427234405506,20352.87648639201
9,1512.2808514057278,45186.60069288414,26492.42032484862,18694.18036803552
10,1595.0389787376853,46911.72154199035,26480.378658159785,20431.34288383057
11,1415.6704648317927,44124.368390099655,25337.83490351987,18786.53348657978
12,630.6975920082909,33369.51269992673,24687.028177030435,8682.484522896297
13,330.67946879783045,30872.170961764707,26032.94240594814,4839.228555816569
14,314.8986221466721,30432.3885744095,26061.319539743716,4371.069034665782
15,346.04164786902015,31148.709344237443,26049.76042816758,5098.948916069861
16,322.3499904558357,30632.3923565325,26051.254346531954,4581.138010000544
17,323.5339903469246,30784.35635496797,26061.331023031744,4723.025331936228
18,355.4590311915247,31412.24051198388,26060.253836789903,5351.986675193975
19,331.258291333176,30927.833620721292,26065.52438581106,4862.3092349102335
20,344.0102067081842,31154.372626016713,26072.412353267733,5081.960272748981
21,337.48114680032376,31012.404695984023,26076.321220576443,4936.083475407581
22,341.7134549098248,31108.35014289414,26078.112236690627,5030.237906203514
23,317.57342981047395,30631.50853388651,26080.24299927229,4551.26553461422
24,342.8357092879511,31240.68016917799,26081.954477575113,5158.725691602878
25,362.7982063353334,31592.06302152972,26086.85504307662,5505.207978453103
26,379.54755603734475,32010.299361495414,26087.15067355255,5923.148687942864
27,350.54535044299314,31327.219450133463,26084.546728348378,5242.672721785087
28,331.4579222455975,30951.825060328614,26085.038850704434,4866.786209624179
29,332.1437556711086,30949.39013945036,26085.384588745663,4864.005550704696
30,307.8593436847135,30488.115683653574,26085.650651919725,4402.465031733849
31,312.45270581112845,30521.646317030878,26085.860725401413,4435.785591629466
32,337.06902993920477,31112.51031261941,26086.04984996619,5026.460462653221
33,333.78789902085174,30964.083478371977,26086.21312430458,4877.870354067397
34,374.38232312011246,31911.32584624567,26086.36278498844,5824.963061257229
35,327.0192132565027,30791.71776918808,26086.462285127014,4705.255484061066
36,333.7882489112137,31048.76835408881,26086.559366090758,4962.208987998052
37,337.60457110036947,31019.713504623283,26086.642553542555,4933.070951080729
38,354.6242653507971,31393.203011512986,26086.963931812013,5306.239079700972
39,322.76533155057155,30663.99822256731,26086.76762305751,4577.2305995097995
40,335.89857738797576,31062.85952399948,26086.81064117392,4976.048882825558
41,315.0183334396472,30582.167235921777,26086.854585943394,4495.312649978384
42,358.1363062576663,31526.018911258354,26086.88052736189,5439.138383896467
43,322.12840455430677,30743.700175952697,26086.912081450857,4656.7880945018405
44,316.5542558936147,30577.11053973527,26086.939778851407,4490.170760883863
45,342.2190035475186,31139.9675818967,26086.970945199093,5052.996636697607
46,346.479404271274,31235.26411590255,26086.998906140703,5148.26520976185
47,348.90754469916436,31393.50931937723,26087.02149043797,5306.487828939257
48,316.99285524880975,30576.256544644777,26087.049511279984,4489.2070333647935
49,348.0703470688179,31247.40500984974,26087.18370539377,5160.2213044559685
50,343.1646541237367,31194.54228133724,26087.090905341218,5107.45137599602
51,341.54809019096854,31073.314205969575,26087.10712780056,4986.207078169015
52,333.87690169390373,31067.797065966133,26087.121829155436,4980.675236810697
53,375.70560781096486,31971.81213156312,26087.338779552374,5884.473352010749
54,345.97128951647915,31185.20277035579,26087.162187610695,5098.040582745098
55,311.0346331251583,30512.455365680587,26087.16583920236,4425.289526478229
56,307.7081276872052,30505.198872862,26087.178934160605,4418.019938701395
57,328.03612316635923,30906.32143376136,26087.188881832844,4819.132551928515
58,367.5178569266587,31765.29039295346,26087.197134144895,5678.0932588085625
59,339.99092560285203,31106.945847487557,26087.20687719869,5019.73897028887
60,350.8708870482284,31349.644421291145,26087.273585297895,5262.370835993252
61,369.17681584094964,31791.512094794376,26087.22550053898,5704.286594255394
62,319.06191192892913,30569.132056877075,26087.2323322621,4481.899724614972
63,318.32808195521125,30656.00538080931,26087.240216749073,4568.765164060237
64,356.36212232850494,31495.715224666747,26087.247197908313,5408.4680267584345
65,318.1699721907695,30665.71170156838,26087.254163417972,4578.457538150408
66,330.87415231564734,30957.213915780005,26087.258400110855,4869.9555156691495
67,330.9628131402823,30893.16024431969,26087.263341900663,4805.896902419025
68,307.96571437247167,30461.189595426964,26087.268159420837,4373.921436006125
69,317.0935337902403,30632.685305563646,26087.272563546423,4545.412742017222
70,325.7272591246019,30814.777935514634,26087.27625082393,4727.501684690706
71,384.6822053921802,32113.203688988924,26087.345025376908,6025.858663612017
72,346.24820677093294,31253.136423580505,26087.283793076127,5165.852630504379
73,344.88077151769585,31219.279510499953,26087.28657029415,5131.992940205806
74,317.6650096879928,30589.223746697007,26087.288528839876,4501.935217857131
75,315.22346757192355,30577.69702320303,26087.291256199704,4490.405767003325
76,345.986405510439,31299.47047808361,26087.293031976777,5212.177446106834
77,338.0267528110886,31134.41565218029,26087.295506429473,5047.120145750819
78,336.2252446712824,31048.593713657807,26087.297886302003,4961.295827355802
