episode,makespan,total_energy,working_energy,idle_energy
0,954.1308983049483,34887.17387161344,22889.98974647525,11997.184125138188
1,884.1548500922031,33374.32699415522,22690.95176666876,10683.375227486458
2,847.9064790440159,32607.824394924082,22740.040412901304,9867.783982022778
3,370.7757684947308,28997.574747529383,24160.491470666424,4837.08327686296
4,314.70640201258783,29376.115537592887,25246.87249406294,4129.2430435299475
5,310.5851451054868,29974.508464798033,25729.112491178494,4245.3959736195375
6,327.4630670939347,30569.19104163301,25890.020596350754,4679.170445282256
7,302.29951273511864,30114.654748521847,25947.071768341444,4167.582980180404
8,319.149331891334,30435.859195447752,25900.98919501444,4534.870000433311
9,313.5016636984523,30284.130905105598,25901.460783419887,4382.670121685711
10,312.3613852024567,30374.209250630516,25917.303910329003,4456.905340301514
11,312.42927862791504,30381.31835772543,25935.620620471353,4445.6977372540805
12,309.3088562506245,30332.93126698039,25946.188644599617,4386.742622380772
13,310.50942772723585,30377.224647864026,25953.04053181573,4424.184116048294
14,314.91664877054416,30477.386965198635,25961.55528266996,4515.831682528676
15,308.9319887672547,30386.773174446305,25962.27531217047,4424.497862275835
16,309.97949982484823,30370.414676201643,25933.28222490551,4437.132451296133
17,315.05481321431535,30293.113592205656,25801.63255220851,4491.481039997145
18,402.4083796172941,30764.3954232941,25124.23994989075,5640.15547340335
19,324.51112128764817,30124.36450930748,25559.871419078117,4564.493090229363
20,328.33489270266165,30271.603856294987,25597.03363097651,4674.5702253184745
21,314.2073335252097,30284.21410034193,25809.75361351266,4474.46048682927
22,325.0004499289078,30639.899938329807,25881.15771137201,4758.7422269578
23,333.95675947178825,30656.763142414413,25774.659290476702,4882.103851937711
24,327.7617723055833,30157.402044415172,25510.568623167346,4646.833421247825
25,326.4815122325447,30060.86989830603,25464.506942546803,4596.3629557592285
26,346.1545234325292,30399.906849823896,25400.750207639085,4999.156642184812
27,335.57488686014455,30510.758484439524,25627.571314792658,4883.187169646864
28,312.5637124728108,30239.95187594458,25788.58152416433,4451.370351780249
29,324.2188476493264,30526.501455456564,25873.565240069027,4652.936215387538
30,317.3211826171102,30105.905552175656,25611.716143092483,4494.189409083175
31,316.57444771655787,30397.801763421845,25853.987906143146,4543.813857278698
32,338.807805360741,30339.85783420062,25451.395912114247,4888.461922086372
33,323.46125349156796,30265.640806675983,25669.5201464068,4596.120660269182
34,315.3311506874156,30417.269251389043,25899.952204649828,4517.3170467392165
35,331.7616967526337,30847.022941029958,25928.828276535496,4918.194664494461
36,331.4802664979848,30849.85074630339,25956.57464068399,4893.276105619401
37,311.28500027531703,30394.158359789544,25951.51307991575,4442.645279873795
38,310.0102126757628,30412.4676944155,25970.41290839942,4442.0547860160805
39,312.78092571269104,30497.168346167593,26006.196719222087,4490.9716269455075
40,309.2265687821075,30446.563632520774,26010.416669130584,4436.14696339019
41,308.1566466801485,30420.250310640997,26012.543128663332,4407.707181977664
42,332.8509500350008,30888.121695677397,25994.78471003977,4893.336985637627
43,315.77866163673156,30500.97353231821,25970.87133353589,4530.102198782319
44,309.24197016893896,30403.700242948624,25997.48608945528,4406.214153493345
45,308.73386488650186,30404.967948802027,26004.809996992066,4400.157951809962
46,369.52684518172646,31813.53848252278,26076.33135856068,5737.207123962099
47,307.4442071031162,30375.33454214914,25973.424498681532,4401.910043467607
48,328.4244506622178,30808.98095239193,25984.83238649781,4824.148565894119
49,310.65013485209994,30441.794559515387,26000.350458335262,4441.444101180126
50,308.40832916542274,30376.715059764305,25969.925159239607,4406.789900524696
51,337.83446916335754,30902.700724381,25897.364650543306,5005.336073837696
52,335.9334578670211,30786.11035697741,25878.69713886911,4907.4132181083
53,344.6124620740524,30619.17751987988,25603.6141142067,5015.56340567318
54,313.58364169909686,30125.232585297537,25690.28064937953,4434.951935918009
55,314.4475746462123,30163.86580225541,25703.22673464045,4460.639067614957
56,327.24794750717666,30556.377795605804,25780.408897472793,4775.968898133009
57,324.1904988790745,30577.57672841434,25854.160940021196,4723.415788393143
