episode,makespan,total_energy,working_energy,idle_energy
0,810.5540953688349,32141.455160891244,22583.211108104275,9558.244052786971
1,831.1308610969697,32497.847456500967,22641.01915376507,9856.828302735898
2,833.4282603073079,32558.767898064987,22702.78343799371,9855.98446007128
3,512.8074079059095,28490.63778219604,22177.561715101572,6313.076067094467
4,409.81228473656705,27558.113650846157,22668.429100058223,4889.6845507879325
5,415.8778931160546,28108.415295449406,22815.44147790828,5292.973817541125
6,406.51781203343387,28103.353754174448,22917.678923290652,5185.674830883797
7,426.68662478738395,28416.930607174832,22828.04818713412,5588.88242004071
8,428.3765859097196,28351.22792937591,22746.12198659017,5605.105942785739
9,440.46855787787655,28725.235473480156,22826.12536651228,5899.110106967879
10,425.3363582701599,28432.844173990605,22885.64244950909,5547.201724481512
11,440.90559179174835,28647.907571113046,22784.926125735008,5862.981445378038
12,442.31118880799147,28683.953917670795,22783.366641754652,5900.587275916143
13,429.6135544672789,28469.38050965059,22828.990212226126,5640.390297424463
14,430.19867136882294,28721.260452060804,22971.389896627996,5749.870555432809
15,439.0595832950258,28353.060411228267,22627.28415286791,5725.776258360359
16,439.9475323692273,28668.359682794955,22782.75554070088,5885.604142094074
17,428.1290779938639,28619.06307978053,22929.823493009535,5689.239586770996
18,435.880163721047,28554.75566437887,22783.29091549875,5771.46474888012
19,445.77196501007177,28710.102277832815,22733.711525560644,5976.390752272172
20,441.5052927881628,28672.78502554902,22792.694778316963,5880.090247232058
21,442.4319091477809,28594.433884444945,22736.140516771455,5858.293367673489
22,444.1542463854982,28574.769842701164,22704.014821404406,5870.755021296759
23,443.06229201482654,28559.692977805702,22718.504705310705,5841.1882724949955
24,443.81843648445755,28715.21432707725,22767.300801348792,5947.91352572846
25,437.50916187596954,28676.851547054448,22841.166629644442,5835.684917410006
26,429.50251211906425,28511.42232361102,22833.780757703804,5677.641565907214
27,444.41614210202624,28922.49308431904,22877.640261615343,6044.8528227036995
28,442.8933547581725,28682.824891177057,22755.132100546773,5927.692790630285
29,421.3055601382059,28573.0728094274,22948.65248094616,5624.420328481245
30,439.2349007040925,28569.62293438221,22765.08110981646,5804.541824565749
31,430.67902180297494,28832.366456028558,23021.348989399583,5811.017466628974
32,435.503507227159,28692.577924846817,22862.04531035122,5830.5326144956
33,445.7029269883765,28780.897743820977,22802.50708192407,5978.390661896907
34,439.2218349694705,28561.748570185504,22742.98178609857,5818.766784086934
35,430.9026589530767,28589.07837255094,22866.164702013815,5722.913670537125
36,434.4558955793527,28622.616790372882,22831.74345770167,5790.873332671214
37,444.483443909442,28695.868560263472,22765.529478750414,5930.339081513061
38,440.5400148778349,28590.06113752319,22763.730547590036,5826.3305899331535
39,428.11622174789886,28412.54624383667,22820.2802068257,5592.266037010969
40,428.423743668092,28458.51225024175,22837.821830022538,5620.690420219211
41,419.04471114232905,28137.321656446213,22789.346854238334,5347.97480220788
42,418.19090683505146,27961.532791943682,22698.94603262906,5262.586759314622
43,408.93386477529,27965.73942587417,22799.861783329237,5165.877642544934
44,402.2824149422419,27917.681398430173,22902.077265572647,5015.6041328575275
45,416.6745215412012,27980.265869738334,22761.373238417775,5218.89263132056
46,417.49807185948293,28000.01642152132,22740.58335208972,5259.433069431597
47,418.4107661065587,28001.173435842495,22704.82124265736,5296.352193185136
48,419.2242904255901,28070.260752528342,22777.952090092782,5292.308662435561
49,422.2917365123061,27968.07700118122,22631.697600900083,5336.379400281137
50,430.6234318381216,28359.61811518864,22766.98754286485,5592.630572323793
51,429.9144279073468,28419.047643122205,22788.62625060144,5630.421392520766
52,427.280949488581,28252.770674754396,22743.86667400483,5508.904000749568
53,428.30051669621525,28341.333839502764,22788.770687763907,5552.563151738857
54,436.2864428270121,28621.416677349574,22814.99839341871,5806.418283930863
55,437.06594389628725,28510.41259848953,22743.358024772846,5767.054573716684
56,439.6457280116612,28791.968840791375,22845.2447705012,5946.724070290177
57,445.05461734742323,28750.069780869588,22778.68361326684,5971.386167602749
58,443.27869685530675,28677.006110047278,22726.56324147043,5950.442868576848
59,436.13456167084945,28587.12358277381,22800.382933247445,5786.740649526363
60,434.99223920075707,28583.979943644874,22818.60593082626,5765.374012818615
61,432.787305610432,28536.8831767192,22844.6365118304,5692.246664888801
62,432.66460834475504,28556.688001339004,22821.024182495225,5735.663818843779
63,439.9602553208509,28669.446479491096,22784.757742785372,5884.688736705724
64,440.8778256649159,28873.07907003978,22877.96480161184,5995.114268427939
65,442.88142347248436,28611.285682396403,22746.787406587813,5864.498275808592
66,432.4881415403232,28502.577048198564,22824.94682260899,5677.630225589575
67,429.8861309699905,28592.107328562357,22896.75021933204,5695.357109230318
68,435.1262912206865,28693.13004001361,22875.49178329879,5817.638256714821
69,442.47839558156767,28628.748947119704,22751.104329617538,5877.6446175021665
70,432.714802875157,28440.835764818803,22765.660122743302,5675.1756420755
71,440.46418755814807,28674.444558808907,22792.960864997418,5881.4836938114895
72,435.7488693669798,28673.012344304123,22903.09461379508,5769.917730509043
73,443.2813753068345,28784.659930014506,22836.851469303896,5947.80846071061
74,434.0610174585047,28485.95691927289,22769.876146681963,5716.080772590925
75,445.58543995722744,28950.15057228265,22874.697400912606,6075.453171370044
76,427.9063558292013,28620.49638962625,22937.413949076436,5683.0824405498115
77,441.2385443746751,28713.853332132287,22797.03101207278,5916.822320059506
78,442.164510461824,28678.55233157544,22766.41064248479,5912.141689090653
79,437.75359490214754,28607.612302890357,22776.857672852955,5830.754630037402
80,437.19352771370797,28877.789442517304,22958.236734460836,5919.552708056468
81,438.52970849471166,28708.46621566636,22831.547352637663,5876.918863028697
82,446.53605336091414,28804.89209355018,22807.059232267144,5997.832861283036
83,430.35330123256796,28622.758670433122,22887.642451543186,5735.116218889937
84,434.56146396707595,28574.946038390004,22849.952175687307,5724.993862702697
85,436.01678255168247,28782.255179225387,22905.069665105362,5877.185514120023
86,435.85795953590764,28614.161604088466,22832.325468147646,5781.836135940819
87,437.4009726384872,28535.7573149597,22764.586215417374,5771.171099542327
88,440.59652105691333,28767.29477252047,22853.259109354185,5914.0356631662835
89,433.9126961431735,28475.711992025987,22764.934169308963,5710.777822717025
90,449.19967416710654,28716.408272349563,22722.696169457286,5993.712102892277
91,430.8829499591998,28605.284146364673,22860.986119870715,5744.298026493959
92,444.22402796751965,28650.35401372992,22736.802166556805,5913.551847173114
93,437.7620258505439,28856.036035771387,22929.849719561087,5926.186316210298
94,440.090276795681,28832.624312839223,22879.982760601368,5952.6415522378575
95,429.05521285136405,28457.467011790177,22816.84092844833,5640.626083341844
96,448.6975244104996,28875.931256648495,22774.15717655362,6101.774080094875
97,433.96436209503423,28716.20021963973,22918.905477905355,5797.294741734377
