episode,makespan,total_energy,working_energy,idle_energy
0,987.8459402412191,35155.57982481031,22968.10114654873,12187.478678261577
1,986.5844303077366,35261.58394141086,23212.601154820088,12048.98278659078
2,986.4563762458939,35219.701681925275,23122.716145902392,12096.985536022883
3,1388.9705640856603,42861.63295718459,26261.177902890777,16600.455054293816
4,1455.2956192235144,44020.29875695534,26410.772004950613,17609.52675200472
5,1501.4028467595735,45055.72272629777,26459.882718371773,18595.84000792599
6,1391.8799080550682,43141.99159914232,26479.072357266883,16662.919241875432
7,1480.704816539972,44890.82153272073,26478.887771141857,18411.93376157887
8,1490.515131413725,45281.92881621885,26473.359874763177,18808.568941455676
9,1587.0756031729516,47312.94337404059,26478.800579353898,20834.14279468669
10,1452.975368388069,44424.97233480385,26446.42088756044,17978.551447243415
11,1191.5432354420432,39775.960842879635,24995.524015741117,14780.43682713852
12,529.7183481166455,31698.92692117623,24457.45541126658,7241.47150990965
13,306.83869390868284,30297.8618866668,26016.576946157908,4281.284940508893
14,325.2512247143949,30839.02171198315,26057.328700532744,4781.693011450408
15,314.9878370841102,30567.404558902348,26066.26117531644,4501.143383585911
16,308.4752365855749,30484.49807446648,26072.90808698968,4411.589987476798
17,350.1834752474697,31445.548080036162,26076.71732369124,5368.8307563449225
18,307.86482404196335,30505.734256803546,26079.449050091574,4426.285206711971
19,305.81363150898295,30450.09838753446,26081.05596855199,4369.04241898247
20,305.7668700612159,30451.56347815199,26082.497596079982,4369.065882072011
21,333.57418410784567,31010.030653633097,26083.445788606077,4926.584865027019
22,309.98392479288634,30540.828139098317,26084.239918486193,4456.588220612122
23,305.6915908479587,30476.39610125672,26084.790217839763,4391.605883416955
24,308.87884497688987,30527.514830193602,26085.180322822507,4442.334507371096
25,307.66704083998496,30484.31875511688,26085.532231247427,4398.786523869455
26,315.57617351543854,30624.88065513702,26085.80125242346,4539.079402713565
27,342.33124162097135,31190.16991294835,26086.01351640236,5104.156396545991
28,323.54624418071603,30876.279675008693,26086.194034298194,4790.085640710498
29,324.7897432346739,30889.179212578005,26086.35028247692,4802.828930101085
30,309.4350654155985,30497.73499829899,26086.47257979416,4411.262418504828
31,326.15991182145774,30860.661413494963,26086.60203957404,4774.059373920922
32,326.3230167016623,30923.469376156598,26086.70054334975,4836.768832806848
33,326.0232425803527,30868.19161102057,26087.304968126955,4780.886642893617
34,326.9353989503792,30953.31050638447,26086.853042723666,4866.457463660803
35,310.218469665709,30514.42140371394,26086.907105666676,4427.514298047263
36,311.28435369387455,30529.271530426493,26086.950911468382,4442.3206189581115
37,308.67115083602596,30503.505939517767,26086.9943150313,4416.511624486466
38,308.5987330006267,30514.54957310867,26087.026722710234,4427.5228503984345
39,319.15702749611626,30778.54065625809,26087.060148612345,4691.480507645747
40,308.9010024729652,30517.360567884512,26087.21963487133,4430.140933013182
41,326.4401495861291,30917.217764201087,26087.10235897555,4830.115405225539
42,320.8610491451625,30779.256248922917,26087.12388800569,4692.132360917227
43,314.58156508745355,30593.57488209603,26087.13531658733,4506.439565508699
44,314.2667488471515,30596.498836504798,26087.148304107097,4509.350532397702
45,328.6749245227394,30952.385773588885,26087.161174752415,4865.22459883647
46,311.5357917873074,30574.357421437973,26087.170096871232,4487.187324566742
47,310.89589907362824,30527.592201045172,26087.17819866333,4440.414002381843
48,324.3935568693445,30847.781975574664,26087.188687397807,4760.593288176857
49,308.10260172667796,30466.54987847399,26087.20319552158,4379.346682952411
50,320.1969357810334,30802.11280997215,26087.2081499217,4714.904660050452
51,326.4813999529167,30885.19516512945,26087.21672194803,4797.9784431814205
52,317.4202393182685,30722.141787638353,26087.22357201292,4634.918215625433
53,309.3815507269397,30522.89657382445,26087.22985553735,4435.666718287102
54,327.73804800948847,30887.28296069012,26087.237963855423,4800.044996834698
55,308.3672239325126,30519.7385572953,26087.24567779405,4432.492879501248
